"fund","weight in portfolio","portfolio value","reporting date","bond","weight","country","issuer","maturity","rating"
"Forward High Yield Bond Institutional",10.69,77098673,"31/1/2016","Bristow Grp 6.25%",2.69,"USA","BRISTOW GROUP IN","15/10/2022","B1"
"Forward High Yield Bond Institutional",10.69,77098673,"31/1/2016","Ngl Engy Partners 5.125%",1.91,"USA","NGL ENRGY PART/F","15/7/2019","B2"
"Forward High Yield Bond Institutional",10.69,77098673,"31/1/2016","Genesis Engy Lp/ Genesis Fin 6.75%",1.61,"USA","GENESIS ENERGY","1/8/2022","B1"
"Forward High Yield Bond Institutional",10.69,77098673,"31/1/2016","Wpx Engy 8.25%",1.25,"USA","WPX ENERGY INC","1/8/2023","B1"
"Forward High Yield Bond Institutional",10.69,77098673,"31/1/2016","Vanguard Nat Res Llc / Vnr Fin 7.875%",0.5,"USA","VANGUARD NAT RES","1/4/2020","CCC3"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Engy Transfer Equity L P 7.5%",0.61,"USA","ENERGY TRANSFER","15/10/2020","BB2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Ferrellgas L P / Ferrellgas 144A 6.75%",0.61,"USA","FERRELLGAS LP","15/6/2023","B2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Sabine Pass Liquefaction 5.625%",0.61,"USA","SABINE PASS LIQU","1/2/2021","BB2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Martin Midstream Partners Lp / 7.25%",0.58,"USA","MRT MID PART/FIN","15/2/2021","B3"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Calumet Specialty Prods Partn 144A 7.75%",0.56,"USA","CALUMET SPECIAL","15/4/2023","B2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Wpx Engy 6%",0.54,"USA","WPX ENERGY INC","15/1/2022","B1"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Chc Helicopter 0.23%",0.43,"LUX","CHC HELICOPTER S","15/10/2020","B2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Linn Engy 144A 12%",0.38,"USA","LINN ENERGY LLC","15/12/2020","CCC2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","California Res 144A 8%",0.37,"USA","CALIFORNIA RESOU","15/12/2022","B3"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Chesapeake Engy 144A 8%",0.37,"USA","CHESAPEAKE ENRGY","15/12/2022","B3"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Memorial Res Dev 5.875%",0.35,"USA","MEMORIAL RESOURC","1/7/2022","B3"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Pbf Hldg Co Llc / Pbf Fin 8.25%",0.34,"USA","PBF HOLDING CO","15/2/2020","BB2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Williams Clayton Engy 7.75%",0.33,"USA","CLAYTON WILLIAMS","1/4/2019","CCC2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Qep Res 5.375%",0.32,"USA","QEP RESOURCES","1/10/2022","BB3"
"Franklin High Income A",12.22,4579388243,"31/12/2015","W & T Offshore 8.5%",0.31,"USA","W & T OFFSHORE","15/6/2019","CCC1"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Engy Transfer Equity L P 5.5%",0.3,"USA","ENERGY TRANS","1/6/2027","BB2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Cgg Veritas 6.5%",0.28,"FRA","CGG","1/6/2021","CCC1"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Crestwood Midstream Prtnrs 144A 6.25%",0.27,"USA","CRESTWOOD MIDSTR","1/4/2023","B1"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Engy Transfer Equity L P 5.875%",0.27,"USA","ENERGY TRANS","15/1/2024","BB2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Drill Rig Hldgs 144A 6.5%",0.26,"MHL","DRILL RIGS HLDS","1/10/2017","CCC2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Sabine Pass Liquefaction 5.625%",0.26,"USA","SABINE PASS LIQU","15/4/2023","BB2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Sanchez Engy 6.125%",0.24,"USA","SANCHEZ ENERGY","15/1/2023","CCC1"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Compressco Partners Lp/Finance 7.25%",0.21,"USA","COMPRESSCO PARTN","15/8/2022","B3"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Oasis Pete Inc New 6.875%",0.21,"USA","OASIS PETROLEUM","15/3/2022","B2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Cgg Sa 6.875%",0.2,"FRA","CGG SA","15/1/2022","CCC1"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Memorial Prodtn Partners 7.625%",0.2,"USA","MEM PROD PART LP","1/5/2021","CCC2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Ultra Petro 144A 6.125%",0.2,"CAN","ULTRA PETROLEUM","1/10/2024","C"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Enquest 144A 7%",0.19,"GBR","ENQUEST PLC","15/4/2022","CCC2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Ocean Rig Udw 144A 7.25%",0.19,"MHL","OCEAN RIG UDW","1/4/2019","CC"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Breitburn Engy Partners 7.875%",0.18,"USA","BREITBURN ENERGY","15/4/2022","CCC2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Engy Xxi Gulf Coast 9.25%",0.16,"USA","ENERGY XXI GULF","15/12/2017","C"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Qep Res 5.25%",0.16,"USA","QEP RESOURCES","1/5/2023","BB3"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Halcon Res 144A 13%",0.15,"USA","HALCON RESOURCES","15/2/2022","CCC2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Triangle Usa Pete 144A 6.75%",0.14,"USA","TRIANGLE USA","15/7/2022","CCC3"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Halcon Res 9.75%",0.13,"USA","HALCON RESOURCES","15/7/2020","C"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Sanchez Engy 7.75%",0.13,"USA","SANCHEZ ENERGY","15/6/2021","CCC1"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Engy Partners 8.25%",0.12,"USA","ENERGY PARTNERS","15/2/2018","C"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Vanguard Nat Res Llc / Vnr Fin 7.875%",0.12,"USA","VANGUARD NAT RES","1/4/2020","CCC3"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Atlas Engy Hldgs Op Co/ Fin 7.75%",0.11,"USA","ATLAS EN HLDS/FI","15/1/2021","CCC3"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Memorial Prodtn Partners 6.875%",0.09,"USA","MEM PROD PART LP","1/8/2022","CCC2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Penn Va 8.5%",0.09,"USA","PENN VIRGINIA CO","1/5/2020","CC"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Wpx Engy 8.25%",0.09,"USA","WPX ENERGY INC","1/8/2023","B1"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Atlas Engy Hldgs Op Co/ Fin 9.25%",0.08,"USA","ATLAS EN HLDS/FI","15/8/2021","CCC3"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Chaparral Engy 9.875%",0.08,"USA","CHAPARRAL ENERGY","1/10/2020","CC"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Engy Xxi Gulf Coast 144A 11%",0.08,"USA","ENERGY XXI GULF","15/3/2020","CCC3"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Midstates Pete Co 9.25%",0.07,"USA","MIDSTATES PETRO","1/6/2021","CC"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Ngl Engy Partners 5.125%",0.06,"USA","NGL ENRGY PART/F","15/7/2019","B2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","California Res 0.12%",0.05,"USA","CALIFORNIA RESOU","15/11/2024","CCC2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Chaparral Engy 8.25%",0.05,"USA","CHAPARRAL ENERGY","1/9/2021","CC"
"Franklin High Income A",12.22,4579388243,"31/12/2015","California Res 5.5%",0.03,"USA","CALIFORNIA RESOU","15/9/2021","CCC2"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Chaparral Engy 7.625%",0.03,"USA","CHAPARRAL ENERGY","15/11/2022","CC"
"Franklin High Income A",12.22,4579388243,"31/12/2015","Halcon Res 8.875%",0.03,"USA","HALCON RESOURCES","15/5/2021","C"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Crownrock 144A 7.125%",0.48,"USA","CROWNROCK LP/CR","15/4/2021","B3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Sabine Pass Liquefaction 5.75%",0.44,"USA","SABINE PASS LIQU","15/5/2024","BB2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Whiting Pete Corp New 5.75%",0.36,"USA","WHITING PETRO","15/3/2021","CCC1"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Transocean 6.375%",0.35,"CYM","TRANSOCEAN INC","15/12/2021","BB2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Sm Engy 5%",0.33,"USA","SM ENERGY CO","15/1/2024","B2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Wpx Engy 8.25%",0.33,"USA","WPX ENERGY INC","1/8/2023","B1"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Oasis Pete Inc New 6.875%",0.32,"USA","OASIS PETROLEUM","15/3/2022","B2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Meg Engy 144A 6.375%",0.31,"CAN","MEG ENERGY CORP","30/1/2023","B3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Sm Engy 6.5%",0.29,"USA","SM ENERGY CO","15/11/2021","B2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Sabine Pass Liquefaction 6.25%",0.26,"USA","SABINE PASS LIQU","15/3/2022","BB2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Antero Res Fin 5.375%",0.24,"USA","ANTERO RESOURCES","1/11/2021","BB3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Laredo Petro 6.25%",0.24,"USA","LAREDO PETROLEUM","15/3/2023","B3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Paramount Res 144A 6.875%",0.23,"CAN","PARAMOUNT RES","30/6/2023","CCC1"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Rsp Permian 6.625%",0.23,"USA","RSP Permian Inc","1/10/2022","B2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Whiting Pete Corp New 5%",0.23,"USA","WHITING PETRO","15/3/2019","CCC1"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Antero Res 144A 5.625%",0.22,"USA","ANTERO RESOURCES","1/6/2023","BB3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Whiting Pete Corp New 6.25%",0.22,"USA","WHITING PETRO","1/4/2023","CCC1"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Chesapeake Engy 144A 8%",0.2,"USA","CHESAPEAKE ENRGY","15/12/2022","B3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 5.5%",0.2,"USA","SUNOCO LP/FIN","1/8/2020","BB3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Cvr Refng Llc/Coffeyville Fin 6.5%",0.19,"USA","CVR REF/COFF FIN","1/11/2022","B1"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Laredo Petro 5.625%",0.19,"USA","LAREDO PETROLEUM","15/1/2022","B3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Everest Acq Llc/Finance 6.375%",0.18,"USA","EP ENER/EVEREST","15/6/2023","CCC1"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Transocean 7.5%",0.18,"CYM","TRANSOCEAN INC","15/4/2031","BB2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Denbury Res Inc Del 4.625%",0.17,"USA","DENBURY RESOURCE","15/7/2023","CCC2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Antero Res 5.125%",0.15,"USA","ANTERO RESOURCES","1/12/2022","BB3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Newfield Expl 5.375%",0.15,"USA","NEWFIELD EXPLOR","1/1/2026","BB1"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Halcon Res 144A 8.625%",0.14,"USA","HALCON RESOURCES","1/2/2020","CCC1"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Meg Engy 144A 6.5%",0.14,"CAN","MEG ENERGY CORP","15/3/2021","B3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 6.375%",0.14,"USA","SUNOCO LP/FIN","1/4/2023","BB3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Comstock Res 144A 10%",0.13,"USA","COMSTOCK RES INC","15/3/2020","B3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Concho Res 5.5%",0.12,"USA","CONCHO RES/MIDLA","1/10/2022","BB2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Gulfmark Offshore 6.375%",0.12,"USA","GULFMARK OFFSHOR","15/3/2022","CCC2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Linn Engy 144A 12%",0.12,"USA","LINN ENERGY LLC","15/12/2020","CCC2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Carrizo Oil & Gas 6.25%",0.11,"USA","CARRIZO OIL&GAS","15/4/2023","B2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Sabine Pass Liquefaction 5.625%",0.11,"USA","SABINE PASS LIQU","15/4/2023","BB2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Vanguard Nat Res Llc / Vnr Fin 7.875%",0.1,"USA","VANGUARD NAT RES","1/4/2020","CCC3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Laredo Petro 7.375%",0.09,"USA","LAREDO PETROLEUM","1/5/2022","B3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Berry Pete 6.375%",0.08,"USA","BERRY PETROL CO","15/9/2022","CCC3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","California Res 144A 8%",0.08,"USA","CALIFORNIA RESOU","15/12/2022","B3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Chaparral Engy 7.625%",0.06,"USA","CHAPARRAL ENERGY","15/11/2022","CC"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Carrizo Oil & Gas 7.5%",0.05,"USA","CARRIZO OIL&GAS","15/9/2020","B2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Chaparral Engy 9.875%",0.05,"USA","CHAPARRAL ENERGY","1/10/2020","CC"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Everest Acq Llc/Finance 9.375%",0.05,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Fts Intl 6.25%",0.05,"USA","FTS INTL INC","1/5/2022","CCC2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Sm Engy 6.125%",0.05,"USA","SM ENERGY CO","15/11/2022","B2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Rice Engy 6.25%",0.04,"USA","RICE ENERGY INC","1/5/2022","B3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Antero Res Fin 6%",0.02,"USA","ANTERO RESOURCES","1/12/2020","BB3"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Linn Engy 7.75%",0.02,"USA","LINN ENERGY LLC","1/2/2021","CC"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","California Res 5.5%",0.01,"USA","CALIFORNIA RESOU","15/9/2021","CCC2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","California Res 0.12%",0.01,"USA","CALIFORNIA RESOU","15/11/2024","CCC2"
"Goldman Sachs High Yield A",8.59,3977295841,"31/12/2015","Linn Engy 8.625%",0.01,"USA","LINN ENERGY LLC","15/4/2020","CC"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Whiting Pete Corp New 5.75%",0.46,"USA","WHITING PETRO","15/3/2021","CCC1"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Sabine Pass Liquefaction 5.625%",0.44,"USA","SABINE PASS LIQU","15/4/2023","BB2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Oasis Pete Inc New 6.875%",0.41,"USA","OASIS PETROLEUM","15/3/2022","B2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Concho Res 5.5%",0.36,"USA","CONCHO RES/MIDLA","1/4/2023","BB2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","California Res 0.12%",0.3,"USA","CALIFORNIA RESOU","15/11/2024","CCC2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Everest Acq Llc/Finance 9.375%",0.28,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Unit 6.625%",0.27,"USA","UNIT CORP","15/5/2021","B1"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Antero Res Fin 5.375%",0.24,"USA","ANTERO RESOURCES","1/11/2021","BB3"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Newfield Expl 5.375%",0.23,"USA","NEWFIELD EXPLOR","1/1/2026","BB1"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Antero Res 5.125%",0.22,"USA","ANTERO RESOURCES","1/12/2022","BB3"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Baytex Engy 144A 5.625%",0.22,"CAN","BAYTEX ENERGY","1/6/2024","B2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Seven Generations Engy 144A 8.25%",0.21,"CAN","SEVEN GENS ENER","15/5/2020","B3"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Newfield Expl 5.75%",0.2,"USA","NEWFIELD EXPLOR","30/1/2022","BB1"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Southern Star Cent 144A 5.125%",0.2,"USA","SOUTHERN STAR","15/7/2022","BB1"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Sabine Pass Liquefaction 6.25%",0.19,"USA","SABINE PASS LIQU","15/3/2022","BB2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Chc Helicopter 0.23%",0.18,"LUX","CHC HELICOPTER S","15/10/2020","B2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Sabine Pass Liquefaction 5.75%",0.18,"USA","SABINE PASS LIQU","15/5/2024","BB2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Chesapeake Engy 6.125%",0.17,"USA","CHESAPEAKE ENRGY","15/2/2021","CCC2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Exterran Partners Lp/ Exlp Fin 6%",0.16,"USA","EXTERRAN PARTNER","1/10/2022","B2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Hilcorp Engy I L P / Hilcorp 144A 5%",0.16,"USA","HILCORP ENERGY I","1/12/2024","BB2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Linn Engy 6.25%",0.16,"USA","LINN ENERGY LLC","1/11/2019","CC"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Wpx Engy 6%",0.16,"USA","WPX ENERGY INC","15/1/2022","B1"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Sandridge Engy 144A 8.75%",0.15,"USA","SANDRIDGE ENERGY","1/6/2020","CCC3"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Newfield Expl 5.625%",0.13,"USA","NEWFIELD EXPLOR","1/7/2024","BB1"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Engy Transfer Equity L P 7.5%",0.12,"USA","ENERGY TRANSFER","15/10/2020","BB2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Halcon Res 8.875%",0.12,"USA","HALCON RESOURCES","15/5/2021","C"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Seven Generations Engy 144A 6.75%",0.12,"CAN","SEVEN GENS ENER","1/5/2023","B3"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Halcon Res 144A 8.625%",0.11,"USA","HALCON RESOURCES","1/2/2020","CCC1"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Concho Res 5.5%",0.1,"USA","CONCHO RES/MIDLA","1/10/2022","BB2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Exterran Partners Lp/ Exlp Fin 6%",0.09,"USA","EXTERRAN PARTNER","1/4/2021","B2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","California Res 5%",0.08,"USA","CALIFORNIA RESOU","15/1/2020","CCC2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Concho Res 6.5%",0.08,"USA","CONCHO RES/MIDLA","15/1/2022","BB2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Rose Rock Midstream Lp/ Rose R 5.625%",0.08,"USA","ROSE ROCK MID/FI","15/7/2022","B2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Denbury Res 5.5%",0.07,"USA","DENBURY RESOURCE","1/5/2022","CCC2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Everest Acq Llc/Finance 6.375%",0.07,"USA","EP ENER/EVEREST","15/6/2023","CCC1"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Chesapeake Engy 4.875%",0.06,"USA","CHESAPEAKE ENRGY","15/4/2022","CCC2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Chesapeake Oilfield Oper Llc / 6.625%",0.05,"USA","CHESAP OIL OP/FN","15/11/2019","CC"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Gulfport Engy 7.75%",0.05,"USA","GULFPORT ENERGY","1/11/2020","B2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Halcon Res 9.75%",0.05,"USA","HALCON RESOURCES","15/7/2020","C"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Petrobakken Engy 144A 8.625%",0.05,"CAN","LIGHTSTREAM","1/2/2020","CCC3"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Seventy Seven Engy 6.5%",0.05,"USA","SEVENTY SEVEN","15/7/2022","C"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Chaparral Engy 8.25%",0.04,"USA","CHAPARRAL ENERGY","1/9/2021","CC"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Linn Engy 6.5%",0.04,"USA","LINN ENERGY LLC","15/9/2021","CC"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Sabine Pass Lng L P 6.5%",0.04,"USA","SABINE PASS LNG","1/11/2020","BB3"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Antero Res 144A 5.625%",0.03,"USA","ANTERO RESOURCES","1/6/2023","BB3"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Calfrac Hldgs 144A 7.5%",0.03,"CAN","CALFRAC HLDGS","1/12/2020","B3"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Exco Resources 7.5%",0.03,"USA","EXCO RESOURCES","15/9/2018","C"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Key Engy Svcs 6.75%",0.03,"USA","KEY ENERGY SERV","1/3/2021","CCC2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Oasis Pete Inc New 6.875%",0.03,"USA","OASIS PETROLEUM","15/1/2023","B2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Sm Engy 6.5%",0.03,"USA","SM ENERGY CO","15/11/2021","B2"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Triangle Usa Pete 144A 6.75%",0.03,"USA","TRIANGLE USA","15/7/2022","CCC3"
"Great-West Putnam High Yield Bond Init",7.51,272667974,"30/9/2015","Williams Cos Inc Del 7.75%",0.03,"USA","WILLIAMS COS","15/6/2031","BB1"
